id,pdf_name,good_or_bad,semantic_scholar_id,topic_x,prompt,title,abstract,year,authors,citationCount,citationStyles,openAccessPdf,publicationVenue,publicationTypes,s2FieldsOfStudy,influentialCitationCount,topic_y
38,chemistry607,bad_soundness_1,2ee6e90e5be4e8874c87690b89f980426b785f00,chemistry,"Write a systematic survey or overview about the current state of research on gas-phase chemistry of multiply charged bioions in analytical mass spectrometry, including ion dissociation and transformation methods, and their utility in bioanalysis.",Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.,"Ion chemistry has long played an important role in molecular mass spectrometry (MS), as it is central to the use of MS as a structural characterization tool. With the advent of ionization methods capable of producing gaseous ions from large biomolecules, the chemistry of gaseous bioions has become a highly active area of research. Gas-phase biomolecule-ion reactions are usually driven by interactions with neutral molecules, photons, electrons, ions, or surfaces. Ion dissociation or transformation into different ion types can be achieved. The types of reaction products observed depend on the characteristics of the ions, the transformation methods, and the time frame of observation. This review focuses on the gas-phase chemistries of ions derived from the electrospray ionization of peptides, proteins, and oligonucleotides, with particular emphasis on their utility in bioanalysis. Various ion-transformation strategies, which further facilitate structural interrogation by converting ions from one type to another, are also summarized.",2010,"Teng-Yi Huang, S. A. McLuckey",30,"{'bibtex': ""@['Review', 'JournalArticle']{Huang2010Gas-phaseCO,\n author = {Teng-Yi Huang and S. A. McLuckey},\n booktitle = {Annual Review of Analytical Chemistry},\n journal = {Annual review of analytical chemistry},\n pages = {\n          365-85\n        },\n title = {Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.},\n volume = {3},\n year = {2010}\n}\n""}",https://europepmc.org/articles/pmc3017717?pdf=render,"{'id': '4bcd64aa-047d-4f31-8c64-8743ae70f066', 'name': 'Annual Review of Analytical Chemistry', 'type': 'journal', 'alternate_names': ['Annu Rev Anal Chem'], 'issn': '1936-1327', 'url': 'https://www.annualreviews.org/journal/anchem', 'alternate_urls': ['http://arjournals.annualreviews.org/loi/anchem', 'https://www.annualreviews.org/loi/anchem', 'http://www.annualreviews.org/journal/anchem']}","Review, JournalArticle","Chemistry, Medicine, Chemistry, Biology",0,chemistry
39,chemistry607,bad_responsibility_2,2ee6e90e5be4e8874c87690b89f980426b785f00,chemistry,"Write a systematic survey or overview about the current state of research on gas-phase chemistry of multiply charged bioions in analytical mass spectrometry, including ion dissociation and transformation methods, and their utility in bioanalysis.",Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.,"Ion chemistry has long played an important role in molecular mass spectrometry (MS), as it is central to the use of MS as a structural characterization tool. With the advent of ionization methods capable of producing gaseous ions from large biomolecules, the chemistry of gaseous bioions has become a highly active area of research. Gas-phase biomolecule-ion reactions are usually driven by interactions with neutral molecules, photons, electrons, ions, or surfaces. Ion dissociation or transformation into different ion types can be achieved. The types of reaction products observed depend on the characteristics of the ions, the transformation methods, and the time frame of observation. This review focuses on the gas-phase chemistries of ions derived from the electrospray ionization of peptides, proteins, and oligonucleotides, with particular emphasis on their utility in bioanalysis. Various ion-transformation strategies, which further facilitate structural interrogation by converting ions from one type to another, are also summarized.",2010,"Teng-Yi Huang, S. A. McLuckey",30,"{'bibtex': ""@['Review', 'JournalArticle']{Huang2010Gas-phaseCO,\n author = {Teng-Yi Huang and S. A. McLuckey},\n booktitle = {Annual Review of Analytical Chemistry},\n journal = {Annual review of analytical chemistry},\n pages = {\n          365-85\n        },\n title = {Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.},\n volume = {3},\n year = {2010}\n}\n""}",https://europepmc.org/articles/pmc3017717?pdf=render,"{'id': '4bcd64aa-047d-4f31-8c64-8743ae70f066', 'name': 'Annual Review of Analytical Chemistry', 'type': 'journal', 'alternate_names': ['Annu Rev Anal Chem'], 'issn': '1936-1327', 'url': 'https://www.annualreviews.org/journal/anchem', 'alternate_urls': ['http://arjournals.annualreviews.org/loi/anchem', 'https://www.annualreviews.org/loi/anchem', 'http://www.annualreviews.org/journal/anchem']}","Review, JournalArticle","Chemistry, Medicine, Chemistry, Biology",0,chemistry
40,business45,bad_claritycorrectlanguage_1,a15333db9f69bfad6c842a0d7460ca97bbc0abbd,business,"Write a systematic survey or overview about the long-term effects of remote work on employee productivity and mental health. How do factors such as job satisfaction, work-life balance, and social isolation impact remote workers, and what strategies can employers implement to mitigate these effects?",How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey,"In addition to its impact on public health, COVID-19 has had a major impact on the economy. To shed light on how COVID-19 is affecting small businesses – and on the likely impact of the recent stimulus bill, we conducted a survey of more than 5,800 small businesses. Several main themes emerge from the results. First, mass layoffs and closures have already occurred. In our sample, 43 percent of businesses are temporarily closed, and businesses have – on average – reduced their employee counts by 40 percent relative to January. Second, consistent with previous literature, we find that many small businesses are financially fragile. For example, the median business has more than $10,000 in monthly expenses and less than one month of cash on hand. Third, businesses have widely varying beliefs about the likely duration of COVID related disruptions. Fourth, the majority of businesses planned to seek funding through the CARES act. However, many anticipated problems with accessing the aid, such as bureaucratic hassles and difficulties establishing eligibility.",2020,"Alexander W. Bartik, Marianne Bertrand, Zoë B. Cullen, E. Glaeser, Michael Luca, Christopher T. Stanton",607,"{'bibtex': ""@['Review']{Bartik2020HowAS,\n author = {Alexander W. Bartik and Marianne Bertrand and Zoë B. Cullen and E. Glaeser and Michael Luca and Christopher T. Stanton},\n booktitle = {Social Science Research Network},\n journal = {NBER Working Paper Series},\n title = {How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey},\n year = {2020}\n}\n""}",https://doi.org/10.3386/w26989,"{'id': '75d7a8c1-d871-42db-a8e4-7cf5146fdb62', 'name': 'Social Science Research Network', 'type': 'journal', 'alternate_names': ['SSRN, Social Science Research Network (SSRN) home page', 'SSRN Electronic Journal', 'Soc Sci Res Netw', 'SSRN', 'SSRN Home Page', 'SSRN Electron J', 'Social Science Electronic Publishing presents Social Science Research Network'], 'issn': '1556-5068', 'url': 'http://www.ssrn.com/', 'alternate_urls': ['www.ssrn.com/', 'https://fatcat.wiki/container/tol7woxlqjeg5bmzadeg6qrg3e', 'https://www.wikidata.org/wiki/Q53949192', 'www.ssrn.com/en', 'http://www.ssrn.com/en/', 'http://umlib.nl/ssrn', 'umlib.nl/ssrn']}",Review,"Business, Economics, Business",50,business
41,chemistry607,bad_contributionabstract_1,2ee6e90e5be4e8874c87690b89f980426b785f00,chemistry,"Write a systematic survey or overview about the current state of research on gas-phase chemistry of multiply charged bioions in analytical mass spectrometry, including ion dissociation and transformation methods, and their utility in bioanalysis.",Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.,"Ion chemistry has long played an important role in molecular mass spectrometry (MS), as it is central to the use of MS as a structural characterization tool. With the advent of ionization methods capable of producing gaseous ions from large biomolecules, the chemistry of gaseous bioions has become a highly active area of research. Gas-phase biomolecule-ion reactions are usually driven by interactions with neutral molecules, photons, electrons, ions, or surfaces. Ion dissociation or transformation into different ion types can be achieved. The types of reaction products observed depend on the characteristics of the ions, the transformation methods, and the time frame of observation. This review focuses on the gas-phase chemistries of ions derived from the electrospray ionization of peptides, proteins, and oligonucleotides, with particular emphasis on their utility in bioanalysis. Various ion-transformation strategies, which further facilitate structural interrogation by converting ions from one type to another, are also summarized.",2010,"Teng-Yi Huang, S. A. McLuckey",30,"{'bibtex': ""@['Review', 'JournalArticle']{Huang2010Gas-phaseCO,\n author = {Teng-Yi Huang and S. A. McLuckey},\n booktitle = {Annual Review of Analytical Chemistry},\n journal = {Annual review of analytical chemistry},\n pages = {\n          365-85\n        },\n title = {Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.},\n volume = {3},\n year = {2010}\n}\n""}",https://europepmc.org/articles/pmc3017717?pdf=render,"{'id': '4bcd64aa-047d-4f31-8c64-8743ae70f066', 'name': 'Annual Review of Analytical Chemistry', 'type': 'journal', 'alternate_names': ['Annu Rev Anal Chem'], 'issn': '1936-1327', 'url': 'https://www.annualreviews.org/journal/anchem', 'alternate_urls': ['http://arjournals.annualreviews.org/loi/anchem', 'https://www.annualreviews.org/loi/anchem', 'http://www.annualreviews.org/journal/anchem']}","Review, JournalArticle","Chemistry, Medicine, Chemistry, Biology",0,chemistry
42,business45,bad_contributioncoverage_1,a15333db9f69bfad6c842a0d7460ca97bbc0abbd,business,"Write a systematic survey or overview about the long-term effects of remote work on employee productivity and mental health. How do factors such as job satisfaction, work-life balance, and social isolation impact remote workers, and what strategies can employers implement to mitigate these effects?",How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey,"In addition to its impact on public health, COVID-19 has had a major impact on the economy. To shed light on how COVID-19 is affecting small businesses – and on the likely impact of the recent stimulus bill, we conducted a survey of more than 5,800 small businesses. Several main themes emerge from the results. First, mass layoffs and closures have already occurred. In our sample, 43 percent of businesses are temporarily closed, and businesses have – on average – reduced their employee counts by 40 percent relative to January. Second, consistent with previous literature, we find that many small businesses are financially fragile. For example, the median business has more than $10,000 in monthly expenses and less than one month of cash on hand. Third, businesses have widely varying beliefs about the likely duration of COVID related disruptions. Fourth, the majority of businesses planned to seek funding through the CARES act. However, many anticipated problems with accessing the aid, such as bureaucratic hassles and difficulties establishing eligibility.",2020,"Alexander W. Bartik, Marianne Bertrand, Zoë B. Cullen, E. Glaeser, Michael Luca, Christopher T. Stanton",607,"{'bibtex': ""@['Review']{Bartik2020HowAS,\n author = {Alexander W. Bartik and Marianne Bertrand and Zoë B. Cullen and E. Glaeser and Michael Luca and Christopher T. Stanton},\n booktitle = {Social Science Research Network},\n journal = {NBER Working Paper Series},\n title = {How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey},\n year = {2020}\n}\n""}",https://doi.org/10.3386/w26989,"{'id': '75d7a8c1-d871-42db-a8e4-7cf5146fdb62', 'name': 'Social Science Research Network', 'type': 'journal', 'alternate_names': ['SSRN, Social Science Research Network (SSRN) home page', 'SSRN Electronic Journal', 'Soc Sci Res Netw', 'SSRN', 'SSRN Home Page', 'SSRN Electron J', 'Social Science Electronic Publishing presents Social Science Research Network'], 'issn': '1556-5068', 'url': 'http://www.ssrn.com/', 'alternate_urls': ['www.ssrn.com/', 'https://fatcat.wiki/container/tol7woxlqjeg5bmzadeg6qrg3e', 'https://www.wikidata.org/wiki/Q53949192', 'www.ssrn.com/en', 'http://www.ssrn.com/en/', 'http://umlib.nl/ssrn', 'umlib.nl/ssrn']}",Review,"Business, Economics, Business",50,business
43,business45,bad_clarityexplanations_1,a15333db9f69bfad6c842a0d7460ca97bbc0abbd,business,"Write a systematic survey or overview about the long-term effects of remote work on employee productivity and mental health. How do factors such as job satisfaction, work-life balance, and social isolation impact remote workers, and what strategies can employers implement to mitigate these effects?",How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey,"In addition to its impact on public health, COVID-19 has had a major impact on the economy. To shed light on how COVID-19 is affecting small businesses – and on the likely impact of the recent stimulus bill, we conducted a survey of more than 5,800 small businesses. Several main themes emerge from the results. First, mass layoffs and closures have already occurred. In our sample, 43 percent of businesses are temporarily closed, and businesses have – on average – reduced their employee counts by 40 percent relative to January. Second, consistent with previous literature, we find that many small businesses are financially fragile. For example, the median business has more than $10,000 in monthly expenses and less than one month of cash on hand. Third, businesses have widely varying beliefs about the likely duration of COVID related disruptions. Fourth, the majority of businesses planned to seek funding through the CARES act. However, many anticipated problems with accessing the aid, such as bureaucratic hassles and difficulties establishing eligibility.",2020,"Alexander W. Bartik, Marianne Bertrand, Zoë B. Cullen, E. Glaeser, Michael Luca, Christopher T. Stanton",607,"{'bibtex': ""@['Review']{Bartik2020HowAS,\n author = {Alexander W. Bartik and Marianne Bertrand and Zoë B. Cullen and E. Glaeser and Michael Luca and Christopher T. Stanton},\n booktitle = {Social Science Research Network},\n journal = {NBER Working Paper Series},\n title = {How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey},\n year = {2020}\n}\n""}",https://doi.org/10.3386/w26989,"{'id': '75d7a8c1-d871-42db-a8e4-7cf5146fdb62', 'name': 'Social Science Research Network', 'type': 'journal', 'alternate_names': ['SSRN, Social Science Research Network (SSRN) home page', 'SSRN Electronic Journal', 'Soc Sci Res Netw', 'SSRN', 'SSRN Home Page', 'SSRN Electron J', 'Social Science Electronic Publishing presents Social Science Research Network'], 'issn': '1556-5068', 'url': 'http://www.ssrn.com/', 'alternate_urls': ['www.ssrn.com/', 'https://fatcat.wiki/container/tol7woxlqjeg5bmzadeg6qrg3e', 'https://www.wikidata.org/wiki/Q53949192', 'www.ssrn.com/en', 'http://www.ssrn.com/en/', 'http://umlib.nl/ssrn', 'umlib.nl/ssrn']}",Review,"Business, Economics, Business",50,business
44,chemistry607,bad_responsibility_1,2ee6e90e5be4e8874c87690b89f980426b785f00,chemistry,"Write a systematic survey or overview about the current state of research on gas-phase chemistry of multiply charged bioions in analytical mass spectrometry, including ion dissociation and transformation methods, and their utility in bioanalysis.",Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.,"Ion chemistry has long played an important role in molecular mass spectrometry (MS), as it is central to the use of MS as a structural characterization tool. With the advent of ionization methods capable of producing gaseous ions from large biomolecules, the chemistry of gaseous bioions has become a highly active area of research. Gas-phase biomolecule-ion reactions are usually driven by interactions with neutral molecules, photons, electrons, ions, or surfaces. Ion dissociation or transformation into different ion types can be achieved. The types of reaction products observed depend on the characteristics of the ions, the transformation methods, and the time frame of observation. This review focuses on the gas-phase chemistries of ions derived from the electrospray ionization of peptides, proteins, and oligonucleotides, with particular emphasis on their utility in bioanalysis. Various ion-transformation strategies, which further facilitate structural interrogation by converting ions from one type to another, are also summarized.",2010,"Teng-Yi Huang, S. A. McLuckey",30,"{'bibtex': ""@['Review', 'JournalArticle']{Huang2010Gas-phaseCO,\n author = {Teng-Yi Huang and S. A. McLuckey},\n booktitle = {Annual Review of Analytical Chemistry},\n journal = {Annual review of analytical chemistry},\n pages = {\n          365-85\n        },\n title = {Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.},\n volume = {3},\n year = {2010}\n}\n""}",https://europepmc.org/articles/pmc3017717?pdf=render,"{'id': '4bcd64aa-047d-4f31-8c64-8743ae70f066', 'name': 'Annual Review of Analytical Chemistry', 'type': 'journal', 'alternate_names': ['Annu Rev Anal Chem'], 'issn': '1936-1327', 'url': 'https://www.annualreviews.org/journal/anchem', 'alternate_urls': ['http://arjournals.annualreviews.org/loi/anchem', 'https://www.annualreviews.org/loi/anchem', 'http://www.annualreviews.org/journal/anchem']}","Review, JournalArticle","Chemistry, Medicine, Chemistry, Biology",0,chemistry
45,business45,bad_contributionabstract_1,a15333db9f69bfad6c842a0d7460ca97bbc0abbd,business,"Write a systematic survey or overview about the long-term effects of remote work on employee productivity and mental health. How do factors such as job satisfaction, work-life balance, and social isolation impact remote workers, and what strategies can employers implement to mitigate these effects?",How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey,"In addition to its impact on public health, COVID-19 has had a major impact on the economy. To shed light on how COVID-19 is affecting small businesses – and on the likely impact of the recent stimulus bill, we conducted a survey of more than 5,800 small businesses. Several main themes emerge from the results. First, mass layoffs and closures have already occurred. In our sample, 43 percent of businesses are temporarily closed, and businesses have – on average – reduced their employee counts by 40 percent relative to January. Second, consistent with previous literature, we find that many small businesses are financially fragile. For example, the median business has more than $10,000 in monthly expenses and less than one month of cash on hand. Third, businesses have widely varying beliefs about the likely duration of COVID related disruptions. Fourth, the majority of businesses planned to seek funding through the CARES act. However, many anticipated problems with accessing the aid, such as bureaucratic hassles and difficulties establishing eligibility.",2020,"Alexander W. Bartik, Marianne Bertrand, Zoë B. Cullen, E. Glaeser, Michael Luca, Christopher T. Stanton",607,"{'bibtex': ""@['Review']{Bartik2020HowAS,\n author = {Alexander W. Bartik and Marianne Bertrand and Zoë B. Cullen and E. Glaeser and Michael Luca and Christopher T. Stanton},\n booktitle = {Social Science Research Network},\n journal = {NBER Working Paper Series},\n title = {How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey},\n year = {2020}\n}\n""}",https://doi.org/10.3386/w26989,"{'id': '75d7a8c1-d871-42db-a8e4-7cf5146fdb62', 'name': 'Social Science Research Network', 'type': 'journal', 'alternate_names': ['SSRN, Social Science Research Network (SSRN) home page', 'SSRN Electronic Journal', 'Soc Sci Res Netw', 'SSRN', 'SSRN Home Page', 'SSRN Electron J', 'Social Science Electronic Publishing presents Social Science Research Network'], 'issn': '1556-5068', 'url': 'http://www.ssrn.com/', 'alternate_urls': ['www.ssrn.com/', 'https://fatcat.wiki/container/tol7woxlqjeg5bmzadeg6qrg3e', 'https://www.wikidata.org/wiki/Q53949192', 'www.ssrn.com/en', 'http://www.ssrn.com/en/', 'http://umlib.nl/ssrn', 'umlib.nl/ssrn']}",Review,"Business, Economics, Business",50,business
46,business45,bad_contributionconclusion_1,a15333db9f69bfad6c842a0d7460ca97bbc0abbd,business,"Write a systematic survey or overview about the long-term effects of remote work on employee productivity and mental health. How do factors such as job satisfaction, work-life balance, and social isolation impact remote workers, and what strategies can employers implement to mitigate these effects?",How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey,"In addition to its impact on public health, COVID-19 has had a major impact on the economy. To shed light on how COVID-19 is affecting small businesses – and on the likely impact of the recent stimulus bill, we conducted a survey of more than 5,800 small businesses. Several main themes emerge from the results. First, mass layoffs and closures have already occurred. In our sample, 43 percent of businesses are temporarily closed, and businesses have – on average – reduced their employee counts by 40 percent relative to January. Second, consistent with previous literature, we find that many small businesses are financially fragile. For example, the median business has more than $10,000 in monthly expenses and less than one month of cash on hand. Third, businesses have widely varying beliefs about the likely duration of COVID related disruptions. Fourth, the majority of businesses planned to seek funding through the CARES act. However, many anticipated problems with accessing the aid, such as bureaucratic hassles and difficulties establishing eligibility.",2020,"Alexander W. Bartik, Marianne Bertrand, Zoë B. Cullen, E. Glaeser, Michael Luca, Christopher T. Stanton",607,"{'bibtex': ""@['Review']{Bartik2020HowAS,\n author = {Alexander W. Bartik and Marianne Bertrand and Zoë B. Cullen and E. Glaeser and Michael Luca and Christopher T. Stanton},\n booktitle = {Social Science Research Network},\n journal = {NBER Working Paper Series},\n title = {How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey},\n year = {2020}\n}\n""}",https://doi.org/10.3386/w26989,"{'id': '75d7a8c1-d871-42db-a8e4-7cf5146fdb62', 'name': 'Social Science Research Network', 'type': 'journal', 'alternate_names': ['SSRN, Social Science Research Network (SSRN) home page', 'SSRN Electronic Journal', 'Soc Sci Res Netw', 'SSRN', 'SSRN Home Page', 'SSRN Electron J', 'Social Science Electronic Publishing presents Social Science Research Network'], 'issn': '1556-5068', 'url': 'http://www.ssrn.com/', 'alternate_urls': ['www.ssrn.com/', 'https://fatcat.wiki/container/tol7woxlqjeg5bmzadeg6qrg3e', 'https://www.wikidata.org/wiki/Q53949192', 'www.ssrn.com/en', 'http://www.ssrn.com/en/', 'http://umlib.nl/ssrn', 'umlib.nl/ssrn']}",Review,"Business, Economics, Business",50,business
47,business614,bad_contributiontitle_1,655690ef49e2439efc62d83f389a3db5559a3855,business,"Write a systematic survey or overview about the effectiveness of sufficiency business strategies in curbing resource consumption in different industries, using case studies such as Oatly in the food industry and Tesla in the automotive industry.",Sufficiency Business Strategies in the Food Industry—The Case of Oatly,"Food is an essential part of our daily lives, but simultaneously, it is a major contributor to environmental issues. The growing world population and changing diets are expected to further exacerbate the negative impact of food production and consumption. This article explores how sufficiency business strategies, focused on moderating consumption levels, can be implemented in the food industry to curb demand and thereby overall resource consumption. First, a literature and practice review are conducted to create a conceptual framework for sufficiency business strategies in the food industry. Second, a case study approach is taken to explore the application of sufficiency strategies at Oatly, a company offering plant-based alternatives to dairy. Semi-structured interviews and review of the company’s sustainability reports are used as key data sources for the case study. This study contributes to research and practice with a novel framework for business sufficiency strategies in the food industry. Although sufficiency implies consumption moderation, it is suggested that when a company substitutes the consumption of a less sustainable option, growth could be desirable. Future research can expand on viable sufficiency strategies for the private sector, but also strategies to engage different stakeholders, such as government, society, and academia, to accelerate the transition towards a sustainable food system.",2020,L. Morales,33,"{'bibtex': ""@['Review']{Morales2020SufficiencyBS,\n author = {L. Morales},\n booktitle = {Sustainability},\n journal = {Sustainability},\n title = {Sufficiency Business Strategies in the Food Industry—The Case of Oatly},\n year = {2020}\n}\n""}",https://www.mdpi.com/2071-1050/12/3/824/pdf?version=1580909575,"{'id': '8775599f-4f9a-45f0-900e-7f4de68e6843', 'name': 'Sustainability', 'type': 'journal', 'issn': '2071-1050', 'url': 'http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-172127', 'alternate_urls': ['http://mdpi.com/journal/sustainability', 'http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:ch:bel-172127']}",Review,"Business, Business",2,business
48,chemistry607,bad_contributionconclusion_2,2ee6e90e5be4e8874c87690b89f980426b785f00,chemistry,"Write a systematic survey or overview about the current state of research on gas-phase chemistry of multiply charged bioions in analytical mass spectrometry, including ion dissociation and transformation methods, and their utility in bioanalysis.",Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.,"Ion chemistry has long played an important role in molecular mass spectrometry (MS), as it is central to the use of MS as a structural characterization tool. With the advent of ionization methods capable of producing gaseous ions from large biomolecules, the chemistry of gaseous bioions has become a highly active area of research. Gas-phase biomolecule-ion reactions are usually driven by interactions with neutral molecules, photons, electrons, ions, or surfaces. Ion dissociation or transformation into different ion types can be achieved. The types of reaction products observed depend on the characteristics of the ions, the transformation methods, and the time frame of observation. This review focuses on the gas-phase chemistries of ions derived from the electrospray ionization of peptides, proteins, and oligonucleotides, with particular emphasis on their utility in bioanalysis. Various ion-transformation strategies, which further facilitate structural interrogation by converting ions from one type to another, are also summarized.",2010,"Teng-Yi Huang, S. A. McLuckey",30,"{'bibtex': ""@['Review', 'JournalArticle']{Huang2010Gas-phaseCO,\n author = {Teng-Yi Huang and S. A. McLuckey},\n booktitle = {Annual Review of Analytical Chemistry},\n journal = {Annual review of analytical chemistry},\n pages = {\n          365-85\n        },\n title = {Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.},\n volume = {3},\n year = {2010}\n}\n""}",https://europepmc.org/articles/pmc3017717?pdf=render,"{'id': '4bcd64aa-047d-4f31-8c64-8743ae70f066', 'name': 'Annual Review of Analytical Chemistry', 'type': 'journal', 'alternate_names': ['Annu Rev Anal Chem'], 'issn': '1936-1327', 'url': 'https://www.annualreviews.org/journal/anchem', 'alternate_urls': ['http://arjournals.annualreviews.org/loi/anchem', 'https://www.annualreviews.org/loi/anchem', 'http://www.annualreviews.org/journal/anchem']}","Review, JournalArticle","Chemistry, Medicine, Chemistry, Biology",0,chemistry
49,business45,good_3,a15333db9f69bfad6c842a0d7460ca97bbc0abbd,business,"Write a systematic survey or overview about the long-term effects of remote work on employee productivity and mental health. How do factors such as job satisfaction, work-life balance, and social isolation impact remote workers, and what strategies can employers implement to mitigate these effects?",How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey,"In addition to its impact on public health, COVID-19 has had a major impact on the economy. To shed light on how COVID-19 is affecting small businesses – and on the likely impact of the recent stimulus bill, we conducted a survey of more than 5,800 small businesses. Several main themes emerge from the results. First, mass layoffs and closures have already occurred. In our sample, 43 percent of businesses are temporarily closed, and businesses have – on average – reduced their employee counts by 40 percent relative to January. Second, consistent with previous literature, we find that many small businesses are financially fragile. For example, the median business has more than $10,000 in monthly expenses and less than one month of cash on hand. Third, businesses have widely varying beliefs about the likely duration of COVID related disruptions. Fourth, the majority of businesses planned to seek funding through the CARES act. However, many anticipated problems with accessing the aid, such as bureaucratic hassles and difficulties establishing eligibility.",2020,"Alexander W. Bartik, Marianne Bertrand, Zoë B. Cullen, E. Glaeser, Michael Luca, Christopher T. Stanton",607,"{'bibtex': ""@['Review']{Bartik2020HowAS,\n author = {Alexander W. Bartik and Marianne Bertrand and Zoë B. Cullen and E. Glaeser and Michael Luca and Christopher T. Stanton},\n booktitle = {Social Science Research Network},\n journal = {NBER Working Paper Series},\n title = {How are Small Businesses Adjusting to Covid-19? Early Evidence from a Survey},\n year = {2020}\n}\n""}",https://doi.org/10.3386/w26989,"{'id': '75d7a8c1-d871-42db-a8e4-7cf5146fdb62', 'name': 'Social Science Research Network', 'type': 'journal', 'alternate_names': ['SSRN, Social Science Research Network (SSRN) home page', 'SSRN Electronic Journal', 'Soc Sci Res Netw', 'SSRN', 'SSRN Home Page', 'SSRN Electron J', 'Social Science Electronic Publishing presents Social Science Research Network'], 'issn': '1556-5068', 'url': 'http://www.ssrn.com/', 'alternate_urls': ['www.ssrn.com/', 'https://fatcat.wiki/container/tol7woxlqjeg5bmzadeg6qrg3e', 'https://www.wikidata.org/wiki/Q53949192', 'www.ssrn.com/en', 'http://www.ssrn.com/en/', 'http://umlib.nl/ssrn', 'umlib.nl/ssrn']}",Review,"Business, Economics, Business",50,business
50,chemistry607,bad_contributioncoverage_1,2ee6e90e5be4e8874c87690b89f980426b785f00,chemistry,"Write a systematic survey or overview about the current state of research on gas-phase chemistry of multiply charged bioions in analytical mass spectrometry, including ion dissociation and transformation methods, and their utility in bioanalysis.",Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.,"Ion chemistry has long played an important role in molecular mass spectrometry (MS), as it is central to the use of MS as a structural characterization tool. With the advent of ionization methods capable of producing gaseous ions from large biomolecules, the chemistry of gaseous bioions has become a highly active area of research. Gas-phase biomolecule-ion reactions are usually driven by interactions with neutral molecules, photons, electrons, ions, or surfaces. Ion dissociation or transformation into different ion types can be achieved. The types of reaction products observed depend on the characteristics of the ions, the transformation methods, and the time frame of observation. This review focuses on the gas-phase chemistries of ions derived from the electrospray ionization of peptides, proteins, and oligonucleotides, with particular emphasis on their utility in bioanalysis. Various ion-transformation strategies, which further facilitate structural interrogation by converting ions from one type to another, are also summarized.",2010,"Teng-Yi Huang, S. A. McLuckey",30,"{'bibtex': ""@['Review', 'JournalArticle']{Huang2010Gas-phaseCO,\n author = {Teng-Yi Huang and S. A. McLuckey},\n booktitle = {Annual Review of Analytical Chemistry},\n journal = {Annual review of analytical chemistry},\n pages = {\n          365-85\n        },\n title = {Gas-phase chemistry of multiply charged bioions in analytical mass spectrometry.},\n volume = {3},\n year = {2010}\n}\n""}",https://europepmc.org/articles/pmc3017717?pdf=render,"{'id': '4bcd64aa-047d-4f31-8c64-8743ae70f066', 'name': 'Annual Review of Analytical Chemistry', 'type': 'journal', 'alternate_names': ['Annu Rev Anal Chem'], 'issn': '1936-1327', 'url': 'https://www.annualreviews.org/journal/anchem', 'alternate_urls': ['http://arjournals.annualreviews.org/loi/anchem', 'https://www.annualreviews.org/loi/anchem', 'http://www.annualreviews.org/journal/anchem']}","Review, JournalArticle","Chemistry, Medicine, Chemistry, Biology",0,chemistry
